"number","cmdb_ci","cmdb_ci.fqdn","vulnerability.summary","vulnerability.threat","vulnerability.solution","cmdb_ci.location","cmdb_ci.sys_class_name","cmdb_ci.u_dc_ci_status","cmdb_ci.ref_cmdb_ci_computer.u_dmz","cmdb_ci.ref_cmdb_ci_computer.os","risk_rating","state","substate","closed_at","assignment_group","assigned_to","ttr_applied_rule","vulnerability.date_published","opened_at","ttr_target_date","ttr_status","cmdb_ci.owned_by","vulnerability.remediation_type","risk_score","cmdb_ci.owned_by.u_manager_l3","cmdb_ci.owned_by.u_manager_l4","cmdb_ci.owned_by.u_manager_l5","sys_updated_on","preferred_solution","short_description","source","vulnerability"
"VIT58002446","DC04PLVWBS373","DC04PLVWBS373.WELLPOINT.COM","Deprecated SSH Cryptographic Settings","The SSH protocol (Secure Shell) is a method for secure remote login from one computer to another. <p>
The target is using deprecated SSH cryptographic settings to communicate.</p>","Avoid using deprecated cryptographic settings. <p>
Use best practices when configuring SSH.</p><p>
Refer to <a href=""https://csrc.nist.gov/publications/detail/nistir/7966/final"" target=""_blank"" rel=""noopener noreferrer nofollow"">Security of Interactive and Automated Access Management Using Secure Shell (SSH)</a> .</p><p>
Settings currently considered deprecated:</p><p>

1.Ciphers using CFB or OFB:<br />
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.</p><p>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<br />
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.</p><p>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<br />
These ciphers may be vulnerable to birthday attacks (Sweet32).</p><p>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, gss-group1-sha1-*):<br />
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.</p><p>

5.Key exchange algorithm &#34;rsa1024sha1&#34;:<br />
This algorithm is very uncommon and deprecated due to its short RSA key size.</p><p>

6.MAC algorithm &#34;umac-32&#34;:<br />
This algorithm is extremely uncommon and deprecated due to its very short MAC length.</p><p>

7.Cipher &#34;none&#34;:<br />
This cipher is available only in SSHv1.</p><p>

8.MAC algorithm &#34;MD5&#34;:<br />
All MD5 based mac algorithms are deprecated.</p><p>

9.96-bit MAC:<br />
both sha1 and sha2 variants of 96 bit macs are considered deprecated. </p><p>

10.CBC Ciphers:<br />
All CBC Ciphers are deprecated.</p><p></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2019-01-03","2023-08-26 00:00:00","2024-02-21 23:00:00","Target Missed","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:29:22","","QID-38739 detected on DC04PLVWBS373","Qualys","QID-38739"
"VIT82692623","DC04PLVPEG396","DC04PLVPEG396.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 06:47:35","In-flight","Balakrishnan, Yogesh","Patch","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 09:51:50","","QID-383314 detected on DC04PLVPEG396","Qualys","QID-383314"
"VIT82683029","VA10PLVWBS752","VA10PLVWBS752.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-RICHMOND 2103 STAPLES MILL RD","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 03:32:38","In-flight","Balakrishnan, Yogesh","Patch","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 05:08:00","","QID-383314 detected on VA10PLVWBS752","Qualys","QID-383314"
"VIT82682836","DC04PLVWBS373","DC04PLVWBS373.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 03:28:49","In-flight","Balakrishnan, Yogesh","Patch","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 05:06:43","","QID-383314 detected on DC04PLVWBS373","Qualys","QID-383314"
"VIT67603730","DC04PLVPEG396","DC04PLVPEG396.WELLPOINT.COM","Web Server Uses Plain Text Basic Authentication","During Web server authentication, communication can take place with the user by Clear Text User Credentials.<br />
This Qid detects the HTTP basic authentication by sending a request and looks for the value of &#34;WWW-Authenticate: Basic realm&#61;&#34; header field in response.","Please contact the vendor of the hardware/software for a possible fix for the issue. It is advisable to work with vendor to disable communication over HTTP and make sure that every sensitive information transmits over HTTPS.","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2007-06-14","2024-04-20 00:00:00","2025-11-20 05:17:01","In-flight","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:43:47","","QID-86763 detected on DC04PLVPEG396","Qualys","QID-86763"
"VIT45230638","VA10PLVWBS748","VA10PLVWBS748.WELLPOINT.COM","Deprecated SSH Cryptographic Settings","The SSH protocol (Secure Shell) is a method for secure remote login from one computer to another. <p>
The target is using deprecated SSH cryptographic settings to communicate.</p>","Avoid using deprecated cryptographic settings. <p>
Use best practices when configuring SSH.</p><p>
Refer to <a href=""https://csrc.nist.gov/publications/detail/nistir/7966/final"" target=""_blank"" rel=""noopener noreferrer nofollow"">Security of Interactive and Automated Access Management Using Secure Shell (SSH)</a> .</p><p>
Settings currently considered deprecated:</p><p>

1.Ciphers using CFB or OFB:<br />
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.</p><p>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<br />
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.</p><p>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<br />
These ciphers may be vulnerable to birthday attacks (Sweet32).</p><p>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, gss-group1-sha1-*):<br />
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.</p><p>

5.Key exchange algorithm &#34;rsa1024sha1&#34;:<br />
This algorithm is very uncommon and deprecated due to its short RSA key size.</p><p>

6.MAC algorithm &#34;umac-32&#34;:<br />
This algorithm is extremely uncommon and deprecated due to its very short MAC length.</p><p>

7.Cipher &#34;none&#34;:<br />
This cipher is available only in SSHv1.</p><p>

8.MAC algorithm &#34;MD5&#34;:<br />
All MD5 based mac algorithms are deprecated.</p><p>

9.96-bit MAC:<br />
both sha1 and sha2 variants of 96 bit macs are considered deprecated. </p><p>

10.CBC Ciphers:<br />
All CBC Ciphers are deprecated.</p><p></p>","VA-RICHMOND 2103 STAPLES MILL RD","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2019-01-03","2022-09-13 00:00:00","2025-11-13 04:04:48","In-flight","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:23:21","","QID-38739 detected on VA10PLVWBS748","Qualys","QID-38739"
"VIT60161470","DC04PLVPEG396","DC04PLVPEG396.WELLPOINT.COM","Deprecated SSH Cryptographic Settings","The SSH protocol (Secure Shell) is a method for secure remote login from one computer to another. <p>
The target is using deprecated SSH cryptographic settings to communicate.</p>","Avoid using deprecated cryptographic settings. <p>
Use best practices when configuring SSH.</p><p>
Refer to <a href=""https://csrc.nist.gov/publications/detail/nistir/7966/final"" target=""_blank"" rel=""noopener noreferrer nofollow"">Security of Interactive and Automated Access Management Using Secure Shell (SSH)</a> .</p><p>
Settings currently considered deprecated:</p><p>

1.Ciphers using CFB or OFB:<br />
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.</p><p>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<br />
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.</p><p>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<br />
These ciphers may be vulnerable to birthday attacks (Sweet32).</p><p>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, gss-group1-sha1-*):<br />
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.</p><p>

5.Key exchange algorithm &#34;rsa1024sha1&#34;:<br />
This algorithm is very uncommon and deprecated due to its short RSA key size.</p><p>

6.MAC algorithm &#34;umac-32&#34;:<br />
This algorithm is extremely uncommon and deprecated due to its very short MAC length.</p><p>

7.Cipher &#34;none&#34;:<br />
This cipher is available only in SSHv1.</p><p>

8.MAC algorithm &#34;MD5&#34;:<br />
All MD5 based mac algorithms are deprecated.</p><p>

9.96-bit MAC:<br />
both sha1 and sha2 variants of 96 bit macs are considered deprecated. </p><p>

10.CBC Ciphers:<br />
All CBC Ciphers are deprecated.</p><p></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2019-01-03","2023-10-25 00:00:00","2025-05-29 06:23:11","Target Missed","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:33:28","","QID-38739 detected on DC04PLVPEG396","Qualys","QID-38739"
"VIT75204396","VA10PLVWBS748","VA10PLVWBS748.WELLPOINT.COM","Spring Framework Path Traversal Vulnerability","Applications serving static resources through the functional web frameworks WebMvc.fn or WebFlux.fn are vulnerable to path traversal attacks. An attacker can craft malicious HTTP requests and obtain any file on the file system that is also accessible to the process in which the Spring application is running.<p>

Affected Versions:<br />
Spring Framework:<br />
5.3.0 - 5.3.40<br />
6.0.0 - 6.0.24<br />
6.1.0 - 6.1.13<br />
Older, unsupported versions are also affected</p><p>

QID Detection Logic (Authenticated) - Linux<br />This QID executes the following commands to detect if spring-web-*.jar is present on the system. 
</p><ul><li> We run the command &#34;locate -b -e -r &#39;^spring\-webmvc.*\.jar$&#39; -r &#39;^spring\-webflux.*\.jar$&#39; -r &#39;^spring\-beans.*\.jar$&#39; -r &#39;^spring\-core.*\.jar$&#39; -r &#39;^spring\-boot.*\.jar$&#39; -r &#39;^spring\-web\-.*\.jar$&#39;&#34; and look for the webflux and webmvc related jar files with vulnerable versions. </li><li> ls -l /proc/*/fd | grep -Eo &#39;\S&#43;\/spring\S&#43;jar&#39; | uniq 2&gt; /dev/null</li></ul>
<p>

QID Detection Logic (Authenticated) - Windows<br />This QID checks for vulnerable version of  spring web in running processes using a WMI query. </p><p>

QID Detection: (Authenticated) - MacOS<br />This QID executes the &#39;mdfind&#39; command to check for the presence of spring-web jar on a system.</p><p></p>","Vendor has released patch addressing the vulnerability. For more information, please refer to the <a href=""https://spring.io/security/cve-2024-38819"" target=""_BLANK"" rel=""noopener noreferrer nofollow""> Spring Core Security Advisory</a><p>
</p><p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://spring.io/security/cve-2024-38819"" target=""_blank"" rel=""noopener noreferrer nofollow"">cve-2024-38819</a></p>","VA-RICHMOND 2103 STAPLES MILL RD","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2024-11-04","2024-11-05 00:00:00","2025-08-23 05:24:06","In-flight","Balakrishnan, Yogesh","Patch","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 05:07:58","","QID-380736 detected on VA10PLVWBS748","Qualys","QID-380736"
"VIT82682830","DC04PLVWBS371","DC04PLVWBS371.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 03:28:47","In-flight","Balakrishnan, Yogesh","Patch","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 05:06:42","","QID-383314 detected on DC04PLVWBS371","Qualys","QID-383314"
"VIT57985586","DC04PLVWBS371","DC04PLVWBS371.WELLPOINT.COM","Deprecated SSH Cryptographic Settings","The SSH protocol (Secure Shell) is a method for secure remote login from one computer to another. <p>
The target is using deprecated SSH cryptographic settings to communicate.</p>","Avoid using deprecated cryptographic settings. <p>
Use best practices when configuring SSH.</p><p>
Refer to <a href=""https://csrc.nist.gov/publications/detail/nistir/7966/final"" target=""_blank"" rel=""noopener noreferrer nofollow"">Security of Interactive and Automated Access Management Using Secure Shell (SSH)</a> .</p><p>
Settings currently considered deprecated:</p><p>

1.Ciphers using CFB or OFB:<br />
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.</p><p>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<br />
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.</p><p>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<br />
These ciphers may be vulnerable to birthday attacks (Sweet32).</p><p>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, gss-group1-sha1-*):<br />
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.</p><p>

5.Key exchange algorithm &#34;rsa1024sha1&#34;:<br />
This algorithm is very uncommon and deprecated due to its short RSA key size.</p><p>

6.MAC algorithm &#34;umac-32&#34;:<br />
This algorithm is extremely uncommon and deprecated due to its very short MAC length.</p><p>

7.Cipher &#34;none&#34;:<br />
This cipher is available only in SSHv1.</p><p>

8.MAC algorithm &#34;MD5&#34;:<br />
All MD5 based mac algorithms are deprecated.</p><p>

9.96-bit MAC:<br />
both sha1 and sha2 variants of 96 bit macs are considered deprecated. </p><p>

10.CBC Ciphers:<br />
All CBC Ciphers are deprecated.</p><p></p>","VA-ASHBURN 22001 LOUDOUN COUNTY PKWY STE E1-2","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2019-01-03","2023-08-25 00:00:00","2024-02-20 23:00:00","Target Missed","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:29:13","","QID-38739 detected on DC04PLVWBS371","Qualys","QID-38739"
"VIT45230732","VA10PLVWBS750","VA10PLVWBS750.WELLPOINT.COM","Deprecated SSH Cryptographic Settings","The SSH protocol (Secure Shell) is a method for secure remote login from one computer to another. <p>
The target is using deprecated SSH cryptographic settings to communicate.</p>","Avoid using deprecated cryptographic settings. <p>
Use best practices when configuring SSH.</p><p>
Refer to <a href=""https://csrc.nist.gov/publications/detail/nistir/7966/final"" target=""_blank"" rel=""noopener noreferrer nofollow"">Security of Interactive and Automated Access Management Using Secure Shell (SSH)</a> .</p><p>
Settings currently considered deprecated:</p><p>

1.Ciphers using CFB or OFB:<br />
These are considered uncommon and deprecated due to vulnerabilities when compared to newer cipher chaining modes such as CTR or GCM.</p><p>
 
2.RC4 cipher (arcfour, arcfour128, arcfour256):<br />
The RC4 cipher is no longer considered secure and exhibits cryptographic bias.</p><p>
 
3.Ciphers with a 64-bit block size (DES, 3DES, Blowfish, IDEA, CAST):<br />
These ciphers may be vulnerable to birthday attacks (Sweet32).</p><p>
 
4.Key exchange algorithms using DH group 1 (diffie-hellman-group1-sha1, gss-group1-sha1-*):<br />
DH group 1 uses a 1024-bit key size, which is considered too short and vulnerable to Logjam-style attacks.</p><p>

5.Key exchange algorithm &#34;rsa1024sha1&#34;:<br />
This algorithm is very uncommon and deprecated due to its short RSA key size.</p><p>

6.MAC algorithm &#34;umac-32&#34;:<br />
This algorithm is extremely uncommon and deprecated due to its very short MAC length.</p><p>

7.Cipher &#34;none&#34;:<br />
This cipher is available only in SSHv1.</p><p>

8.MAC algorithm &#34;MD5&#34;:<br />
All MD5 based mac algorithms are deprecated.</p><p>

9.96-bit MAC:<br />
both sha1 and sha2 variants of 96 bit macs are considered deprecated. </p><p>

10.CBC Ciphers:<br />
All CBC Ciphers are deprecated.</p><p></p>","VA-RICHMOND 2103 STAPLES MILL RD","Linux Server","Deployed - Functional","false","Linux Red Hat","3 - Medium","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2019-01-03","2022-09-13 00:00:00","2025-11-13 04:04:51","In-flight","Balakrishnan, Yogesh","","48","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-08 14:23:21","","QID-38739 detected on VA10PLVWBS750","Qualys","QID-38739"
